tag,accuracy,sample_size
stop,0.0,2000
VB,57.298136645962735,2000
PUNCT,0.0,2000
N,48.71794871794872,2000
PRO,91.19170984455958,2000
ADV,71.05263157894737,2000
D,88.46153846153845,2000
CONJ,76.52173913043478,2000
AP,87.11340206185567,2000
ADJ,34.11764705882353,2000
WH,63.95348837209303,2000
PART,96.0,2000
NUM,0.0,2000
INTJ,0.0,2000
XX,0.0,2000
start,0.0,2500
stop,0.0,2500
VB,56.00000000000001,2500
PUNCT,0.0,2500
N,60.216508795669824,2500
PRO,90.98039215686276,2500
ADV,71.28712871287128,2500
D,84.49304174950298,2500
CONJ,73.92638036809815,2500
AP,83.74558303886926,2500
ADJ,20.23346303501945,2500
WH,51.30434782608696,2500
PART,98.46153846153848,2500
NUM,0.0,2500
INTJ,0.0,2500
XX,0.0,2500
start,0.0,3000
stop,0.0,3000
VB,49.21077065923863,3000
PUNCT,0.0,3000
N,68.8,3000
PRO,87.47993579454254,3000
D,82.58706467661692,3000
ADV,67.73049645390071,3000
CONJ,81.30841121495327,3000
AP,86.57718120805369,3000
ADJ,27.79661016949153,3000
WH,67.3076923076923,3000
PART,93.10344827586206,3000
NUM,5.0,3000
INTJ,0.0,3000
start,0.0,3500
stop,0.0,3500
VB,64.90658001624695,3500
PUNCT,0.0,3500
N,68.09176225234619,3500
PRO,90.57665260196906,3500
D,79.30029154518951,3500
ADV,69.84667802385009,3500
CONJ,78.3157894736842,3500
AP,88.47184986595174,3500
ADJ,26.262626262626267,3500
WH,59.84848484848485,3500
PART,93.20388349514565,3500
NUM,0.0,3500
INTJ,0.0,3500
XX,0.0,3500
start,0.0,4000
stop,0.0,4000
VB,60.501981505944514,4000
PUNCT,0.0,4000
N,59.14786967418546,4000
PRO,93.16338354577056,4000
D,84.24317617866005,4000
ADV,71.3103448275862,4000
CONJ,75.71428571428571,4000
AP,89.93839835728953,4000
ADJ,28.04532577903683,4000
WH,64.17910447761194,4000
PART,94.05940594059405,4000
NUM,0.0,4000
INTJ,0.0,4000
start,0.0,4500
stop,0.0,4500
VB,67.74406332453826,4500
PUNCT,0.0,4500
N,51.702786377708975,4500
PRO,89.56433637284701,4500
D,88.05970149253731,4500
ADV,76.57657657657657,4500
CONJ,70.57851239669421,4500
AP,92.24318658280922,4500
ADJ,39.37007874015748,4500
WH,69.89795918367348,4500
PART,95.37037037037037,4500
NUM,14.285714285714285,4500
INTJ,0.0,4500
start,0.0,5000
stop,0.0,5000
VB,67.83561643835615,5000
PUNCT,0.0,5000
N,69.64512040557668,5000
D,83.65122615803816,5000
PRO,88.86827458256029,5000
ADV,75.85836909871244,5000
CONJ,75.25035765379113,5000
AP,88.7459807073955,5000
ADJ,28.444444444444443,5000
WH,62.909090909090914,5000
PART,95.2,5000
NUM,24.24242424242424,5000
INTJ,0.0,5000
start,0.0,7500
stop,0.0,7500
VB,68.9295039164491,7500
PUNCT,0.0,7500
N,65.77464788732395,7500
PRO,91.06463878326996,7500
D,85.13689700130378,7500
ADV,77.96735905044511,7500
CONJ,80.75435203094777,7500
AP,90.98873591989988,7500
ADJ,41.80451127819549,7500
WH,72.89002557544757,7500
PART,97.8902953586498,7500
NUM,27.94117647058824,7500
INTJ,0.0,7500
start,0.0,10000
stop,0.0,10000
VB,75.27377521613833,10000
PUNCT,0.0,10000
N,70.00681663258351,10000
PRO,91.76356589147288,10000
D,85.84070796460178,10000
ADV,76.94508009153319,10000
CONJ,81.40060240963855,10000
AP,91.2928759894459,10000
ADJ,49.0301724137931,10000
WH,71.45969498910677,10000
PART,96.32352941176472,10000
NUM,51.13636363636363,10000
INTJ,65.21739130434783,10000
XX,0.0,10000
start,0.0,18853
stop,0.0,18853
VB,70.6118206118206,18853
PUNCT,0.0,18853
N,77.19202898550725,18853
PRO,93.74684820978317,18853
D,90.48884165781084,18853
ADV,79.72933215651662,18853
CONJ,77.36068111455108,18853
AP,93.67497691597416,18853
ADJ,55.84883023395321,18853
WH,77.80061664953752,18853
PART,96.44970414201184,18853
NUM,59.86842105263158,18853
INTJ,42.22222222222222,18853
XX,0.0,18853
start,0.0,250
stop,0.0,250
N,21.62162162162162,250
PUNCT,0.0,250
VB,38.57142857142858,250
D,41.17647058823529,250
PRO,53.65853658536586,250
ADV,56.09756097560976,250
AP,50.0,250
CONJ,73.07692307692307,250
ADJ,0.0,250
WH,20.0,250
PART,0.0,250
NUM,0.0,250
start,0.0,500
stop,0.0,500
PUNCT,0.0,500
N,29.94011976047904,500
VB,57.407407407407405,500
PRO,84.90566037735849,500
D,73.11827956989248,500
AP,87.05882352941177,500
ADV,48.75,500
CONJ,78.125,500
ADJ,6.779661016949152,500
WH,25.0,500
PART,90.0,500
NUM,0.0,500
INTJ,0.0,500
start,0.0,750
stop,0.0,750
VB,64.45993031358886,750
PUNCT,0.0,750
N,28.57142857142857,750
PRO,80.20833333333334,750
D,80.23952095808383,750
ADV,69.5945945945946,750
CONJ,60.550458715596335,750
AP,77.10843373493977,750
ADJ,10.0,750
WH,15.555555555555555,750
PART,95.65217391304348,750
NUM,0.0,750
INTJ,0.0,750
start,0.0,1000
stop,0.0,1000
VB,54.7979797979798,1000
PUNCT,0.0,1000
N,24.11764705882353,1000
D,79.67479674796748,1000
PRO,86.20689655172413,1000
ADV,61.0,1000
AP,82.66666666666667,1000
CONJ,68.91891891891892,1000
ADJ,9.876543209876544,1000
WH,31.14754098360656,1000
PART,87.87878787878788,1000
NUM,0.0,1000
INTJ,0.0,1000
start,0.0,1500
stop,0.0,1500
VB,57.62411347517731,1500
PUNCT,0.0,1500
N,48.35886214442014,1500
PRO,87.03170028818444,1500
D,70.26239067055393,1500
ADV,62.4113475177305,1500
CONJ,80.09478672985783,1500
AP,89.08045977011494,1500
ADJ,11.458333333333332,1500
WH,47.94520547945205,1500
PART,84.61538461538461,1500
NUM,0.0,1500
INTJ,0.0,1500
start,0.0,2000
stop,0.0,2000
VB,55.27156549520767,2000
PUNCT,0.0,2000
N,38.77952755905512,2000
PRO,88.73994638069705,2000
ADV,66.94915254237289,2000
D,81.14285714285714,2000
CONJ,79.62962962962963,2000
AP,89.34010152284264,2000
ADJ,23.88888888888889,2000
WH,33.33333333333333,2000
PART,98.0,2000
NUM,0.0,2000
INTJ,0.0,2000
XX,0.0,2000
start,0.0,2500
stop,0.0,2500
VB,47.67567567567568,2500
PUNCT,0.0,2500
N,57.98319327731093,2500
PRO,90.89253187613843,2500
D,85.42805100182149,2500
ADV,69.38775510204081,2500
CONJ,76.34730538922156,2500
AP,87.71929824561403,2500
ADJ,20.98765432098765,2500
WH,58.77862595419848,2500
PART,96.55172413793105,2500
NUM,0.0,2500
INTJ,0.0,2500
start,0.0,3000
stop,0.0,3000
VB,59.741550695825055,3000
PUNCT,0.0,3000
N,65.06666666666666,3000
PRO,90.58084772370488,3000
D,89.58333333333334,3000
ADV,68.93939393939394,3000
CONJ,64.49864498644986,3000
AP,83.72093023255815,3000
ADJ,28.90995260663507,3000
WH,55.46218487394958,3000
PART,93.97590361445783,3000
NUM,0.0,3000
